0	 
1	ㄱ
2	ㄴ
3	ㄷ
4	ㄹ
5	ㅁ
6	ㅂ
7	ㅅ
8	ㅇ
9	ㅈ
10	ㅊ
11	ㅋ
12	ㅌ
13	ㅍ
14	ㅎ
15	ㄲ
16	ㄳ
17	ㄵ
18	ㄶ
19	ㄸ
20	ㄺ
21	ㄻ
22	ㄼ
23	ㄽ
24	ㄾ
25	ㄿ
26	ㅀ
27	ㅃ
28	ㅄ
29	ㅆ
30	ㅉ
31	ㅏ
32	ㅑ
33	ㅓ
34	ㅕ
35	ㅗ
36	ㅛ
37	ㅜ
38	ㅠ
39	ㅡ
40	ㅣ
41	ㅐ
42	ㅒ
43	ㅔ
44	ㅖ
45	ㅘ
46	ㅙ
47	ㅚ
48	ㅝ
49	ㅞ
50	ㅟ
51	ㅢ
52	a
53	b
54	c
55	d
56	e
57	f
58	g
59	h
60	i
61	j
62	k
63	l
64	m
65	n
66	o
67	p
68	q
69	r
70	s
71	t
72	u
73	v
74	w
75	x
76	y
77	z
78	0
79	1
80	2
81	3
82	4
83	5
84	6
85	7
86	8
87	9
